study_id,genome_accession,current_status,genome_label,biosample,route,resolved_assembly,source_url,resolved_organism,strain_verified,note,collision,downloaded,bytes,new_status,promoted,scale,contigs,bases
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000375285.1,absent,Salinispora pacifica CNT851,,assembly_accession,GCF_000375285.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/285/GCF_000375285.1_ASM37528v1/GCF_000375285.1_ASM37528v1_genomic.gbff.gz,Salinispora pacifica CNT851 (high G+C Gram-positive bacteria),,,,yes,13527014,sequence_ok,promoted,isolate_scale,100,5263032
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000377025.1,absent,Salinispora pacifica CNY330,,assembly_accession,GCF_000377025.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/025/GCF_000377025.1_ASM37702v1/GCF_000377025.1_ASM37702v1_genomic.gbff.gz,Salinispora pacifica CNY330 (high G+C Gram-positive bacteria),,,,yes,14268767,sequence_ok,promoted,isolate_scale,138,5498479
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000424905.1,absent,Salinispora pacifica CNS237,,assembly_accession,GCF_000424905.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/905/GCF_000424905.1_ASM42490v1/GCF_000424905.1_ASM42490v1_genomic.gbff.gz,Salinispora mooreana (high G+C Gram-positive bacteria),,,,yes,13055978,sequence_ok,promoted,isolate_scale,67,5243134
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000484695.1,absent,Salinispora pacifica CNY202,,assembly_accession,GCF_000484695.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/484/695/GCF_000484695.1_ASM48469v1/GCF_000484695.1_ASM48469v1_genomic.gbff.gz,Salinispora cortesiana (high G+C Gram-positive bacteria),,,,yes,13658140,sequence_ok,promoted,isolate_scale,204,5183058
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514435.1,absent,Salinispora pacifica CNT150,,assembly_accession,GCF_000514435.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/435/GCF_000514435.1_ASM51443v1/GCF_000514435.1_ASM51443v1_genomic.gbff.gz,Salinispora mooreana (high G+C Gram-positive bacteria),,,,yes,13126860,sequence_ok,promoted,isolate_scale,160,5038539
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514455.1,absent,Salinispora pacifica CNT138,,assembly_accession,GCF_000514455.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/455/GCF_000514455.1_ASM51445v1/GCF_000514455.1_ASM51445v1_genomic.gbff.gz,Salinispora oceanensis (high G+C Gram-positive bacteria),,,,yes,13415741,sequence_ok,promoted,isolate_scale,51,5408810
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514515.1,absent,Salinispora pacifica CNT029,,assembly_accession,GCF_000514515.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/515/GCF_000514515.1_ASM51451v1/GCF_000514515.1_ASM51451v1_genomic.gbff.gz,Salinispora oceanensis (high G+C Gram-positive bacteria),,,,yes,13025061,sequence_ok,promoted,isolate_scale,37,5236748
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514575.1,absent,Salinispora pacifica CNT003,,unresolved,,,,,no assembly found for GCF_000514575.1,,,,no_route,skipped_not_sequence,,,
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514675.1,absent,Salinispora pacifica CNT148,,assembly_accession,GCF_000514675.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/675/GCF_000514675.1_ASM51467v1/GCF_000514675.1_ASM51467v1_genomic.gbff.gz,Salinispora vitiensis (high G+C Gram-positive bacteria),,,,yes,12747807,sequence_ok,promoted,isolate_scale,57,5061188
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514695.1,absent,Salinispora tropica CNS197,,assembly_accession,GCF_000514695.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/695/GCF_000514695.1_ASM51469v1/GCF_000514695.1_ASM51469v1_genomic.gbff.gz,Salinispora tropica CNS197 (high G+C Gram-positive bacteria),,,,yes,13188940,sequence_ok,promoted,isolate_scale,75,5236719
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514755.1,absent,Salinispora pacifica CNR894,,assembly_accession,GCF_000514755.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/755/GCF_000514755.1_ASM51475v1/GCF_000514755.1_ASM51475v1_genomic.gbff.gz,Salinispora pacifica CNR894 (high G+C Gram-positive bacteria),,,,yes,14016345,sequence_ok,promoted,isolate_scale,115,5518023
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514775.1,absent,Salinispora pacifica CNR114,,assembly_accession,GCF_000514775.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/775/GCF_000514775.1_ASM51477v1/GCF_000514775.1_ASM51477v1_genomic.gbff.gz,Salinispora pacifica CNR114 (high G+C Gram-positive bacteria),,,,yes,14798951,sequence_ok,promoted,isolate_scale,99,5866896
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514855.1,absent,Salinispora pacifica CNT855,,assembly_accession,GCF_000514855.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/855/GCF_000514855.1_ASM51485v1/GCF_000514855.1_ASM51485v1_genomic.gbff.gz,Salinispora pacifica CNT855 (high G+C Gram-positive bacteria),,,,yes,13140695,sequence_ok,promoted,isolate_scale,85,5208629
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514875.1,absent,Salinispora arenicola CNX508,,assembly_accession,GCF_000514875.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/875/GCF_000514875.1_ASM51487v1/GCF_000514875.1_ASM51487v1_genomic.gbff.gz,Salinispora arenicola CNX508 (high G+C Gram-positive bacteria),,,,yes,14095677,sequence_ok,promoted,isolate_scale,96,5632853
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514895.1,absent,Salinispora arenicola CNT005,,assembly_accession,GCF_000514895.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/514/895/GCF_000514895.1_ASM51489v1/GCF_000514895.1_ASM51489v1_genomic.gbff.gz,Salinispora arenicola CNT005 (high G+C Gram-positive bacteria),,,,yes,14261374,sequence_ok,promoted,isolate_scale,67,5769669
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000514975.1,absent,Salinispora arenicola CNQ748,,unresolved,,,,,no assembly found for GCF_000514975.1,,,,no_route,skipped_not_sequence,,,
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000515075.1,absent,Salinispora tropica CNB536,,assembly_accession,GCF_000515075.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/075/GCF_000515075.1_ASM51507v1/GCF_000515075.1_ASM51507v1_genomic.gbff.gz,Salinispora tropica CNB536 (high G+C Gram-positive bacteria),,,,yes,14161189,sequence_ok,promoted,isolate_scale,122,5552560
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000515175.1,absent,Salinispora arenicola CNB527,,assembly_accession,GCF_000515175.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/515/175/GCF_000515175.1_ASM51517v1/GCF_000515175.1_ASM51517v1_genomic.gbff.gz,Salinispora arenicola CNB527 (high G+C Gram-positive bacteria),,,,yes,15009583,sequence_ok,promoted,isolate_scale,120,5981449
4b29ddc3-26d0-40d7-80c5-44fb6631dbf9.4,GCF_000620325.1,absent,Salinispora tropica CNY012,,assembly_accession,GCF_000620325.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/620/325/GCF_000620325.1_ASM62032v1/GCF_000620325.1_ASM62032v1_genomic.gbff.gz,Salinispora tropica CNY012 (high G+C Gram-positive bacteria),,,,yes,13860603,sequence_ok,promoted,isolate_scale,154,5369729
7ac37e93-a737-4746-b121-0993adccf178.2,AZHW00000000.1,metadata_only_no_contigs,‘Candidatus Entotheonella factor’,SAMN02420412,biosample,GCF_000522425.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/522/425/GCF_000522425.1_v3/GCF_000522425.1_v3_genomic.gbff.gz,Candidatus Entotheonella factor (bacteria),,,,cached,14099528,metadata_only_no_contigs,skipped_not_sequence,isolate_scale,962,9695168
815c513e-8fc3-43a8-88b4-f4df1dd503f7.1,JAAHTG010000000,absent,MH_40_24,SAMN13939989,biosample,GCA_011087655.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/087/655/GCA_011087655.1_ASM1108765v1/GCA_011087655.1_ASM1108765v1_genomic.gbff.gz,sponge metagenome (metagenomes),,,,yes,870881564,sequence_ok,skipped_metagenome_scale,metagenome_scale,243802,257286523
815c513e-8fc3-43a8-88b4-f4df1dd503f7.1,JAAHTH010000000,metadata_only_no_contigs,MH_79_12,SAMN13939990,biosample,GCA_011087705.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/087/705/GCA_011087705.1_ASM1108770v1/GCA_011087705.1_ASM1108770v1_genomic.gbff.gz,sponge metagenome (metagenomes),,,,cached,1737524261,sequence_ok,skipped_metagenome_scale,metagenome_scale,511903,466920000
84b56cd3-218b-4e57-906f-a9003615ed07.2,ACYA01,absent,Cylindrospermopsis raciborskii CS-505,SAMN02470243,biosample,GCF_000175835.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/835/GCF_000175835.1_ASM17583v1/GCF_000175835.1_ASM17583v1_genomic.gbff.gz,Cylindrospermopsis raciborskii CS-505 (cyanobacteria),,,,yes,10040369,sequence_ok,promoted,isolate_scale,93,3879030
84b56cd3-218b-4e57-906f-a9003615ed07.2,AP009552.1,absent,Microcystis aeruginosa NIES-843,SAMD00060936,biosample,GCF_000010625.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/625/GCF_000010625.1_ASM1062v1/GCF_000010625.1_ASM1062v1_genomic.gbff.gz,Microcystis aeruginosa NIES-843 (cyanobacteria),,,,yes,14599080,sequence_ok,promoted,isolate_scale,1,5842795
84b56cd3-218b-4e57-906f-a9003615ed07.2,AP018314.1,absent,Sphaerospermopsis kisseleviana NIES-73,SAMD00079800,biosample,GCF_002368075.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/368/075/GCF_002368075.1_ASM236807v1/GCF_002368075.1_ASM236807v1_genomic.gbff.gz,Sphaerospermopsis kisseleviana NIES-73 (cyanobacteria),,,,yes,12999385,sequence_ok,promoted,isolate_scale,2,5609991
84b56cd3-218b-4e57-906f-a9003615ed07.2,CP000117.1,absent,Trichormus variabilis ATCC 29413,SAMN02598253,biosample,GCF_000204075.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/075/GCF_000204075.1_ASM20407v1/GCF_000204075.1_ASM20407v1_genomic.gbff.gz,Trichormus variabilis ATCC 29413 (cyanobacteria),,,,yes,17141912,sequence_ok,promoted,isolate_scale,5,7105752
84b56cd3-218b-4e57-906f-a9003615ed07.2,CP011382.1,absent,Calothrix sp. UHCC 336/3,SAMN02909965,biosample,GCF_000734895.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/734/895/GCF_000734895.2_ASM73489v2/GCF_000734895.2_ASM73489v2_genomic.gbff.gz,Calothrix sp. 336/3 (cyanobacteria),,,,yes,15235216,sequence_ok,promoted,isolate_scale,4,6420126
84b56cd3-218b-4e57-906f-a9003615ed07.2,CP020114.1,absent,Nodularia spumigena UHCC 0039,SAMN05967630,biosample,GCF_003054475.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/475/GCF_003054475.1_ASM305447v1/GCF_003054475.1_ASM305447v1_genomic.gbff.gz,Nodularia spumigena UHCC 0039 (cyanobacteria),,,,yes,13454900,sequence_ok,promoted,isolate_scale,2,5386612
84b56cd3-218b-4e57-906f-a9003615ed07.2,CP043056.1,absent,Dolichospermum sp. UHCC 0315A,SAMN05967626,biosample,GCF_008121535.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/121/535/GCF_008121535.1_ASM812153v1/GCF_008121535.1_ASM812153v1_genomic.gbff.gz,Dolichospermum sp. UHCC 0315A (cyanobacteria),,,,yes,13753022,sequence_ok,promoted,isolate_scale,4,5642022
84b56cd3-218b-4e57-906f-a9003615ed07.2,LXQD01,absent,Nostoc minutum NIES-26,SAMN04901525,biosample,GCA_003326215.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/326/215/GCA_003326215.1_ASM332621v1/GCA_003326215.1_ASM332621v1_genomic.gbff.gz,Nostoc minutum NIES-26 (cyanobacteria),,,,yes,22500729,sequence_ok,promoted,isolate_scale,359,9839803
84b56cd3-218b-4e57-906f-a9003615ed07.2,VIKV01,absent,Dolichospermum sp. UHCC 0299,SAMN12084240,biosample,GCF_009711965.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/965/GCF_009711965.1_ASM971196v1/GCF_009711965.1_ASM971196v1_genomic.gbff.gz,Dolichospermum sp. UHCC 0299 (cyanobacteria),,,,yes,13763575,sequence_ok,promoted,isolate_scale,308,5125448
84b56cd3-218b-4e57-906f-a9003615ed07.2,VIKW01,absent,Anabaena sp. UHCC 0204,SAMN12084250,biosample,GCF_009711975.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/975/GCF_009711975.1_ASM971197v1/GCF_009711975.1_ASM971197v1_genomic.gbff.gz,Anabaena sp. UHCC 0204 (cyanobacteria),,,,yes,14215577,sequence_ok,promoted,isolate_scale,83,5744555
84b56cd3-218b-4e57-906f-a9003615ed07.2,VIKX01,absent,Dolichospermum sp. UHCC 0259,SAMN12084251,biosample,GCF_009711935.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/935/GCF_009711935.1_ASM971193v1/GCF_009711935.1_ASM971193v1_genomic.gbff.gz,Dolichospermum sp. UHCC 0259 (cyanobacteria),,,,yes,15144604,sequence_ok,promoted,isolate_scale,330,5635377
84b56cd3-218b-4e57-906f-a9003615ed07.2,VIKY01,absent,Dolichospermum sp. UHCC 0352,SAMN12084252,biosample,GCF_009711925.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/925/GCF_009711925.1_ASM971192v1/GCF_009711925.1_ASM971192v1_genomic.gbff.gz,Dolichospermum sp. UHCC 0352 (cyanobacteria),,,,yes,13884794,sequence_ok,promoted,isolate_scale,331,5128860
84b56cd3-218b-4e57-906f-a9003615ed07.2,VIKZ01,absent,Dolichospermum sp. UHCC 0260,SAMN12084254,biosample,GCF_009711985.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/711/985/GCF_009711985.1_ASM971198v1/GCF_009711985.1_ASM971198v1_genomic.gbff.gz,Dolichospermum sp. UHCC 0260 (cyanobacteria),,,,yes,12531232,sequence_ok,promoted,isolate_scale,113,4921436
84b56cd3-218b-4e57-906f-a9003615ed07.2,VILA01,absent,Dolichospermum sp. UHCC 0406,SAMN12084309,biosample,GCF_009712025.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/712/025/GCF_009712025.1_ASM971202v1/GCF_009712025.1_ASM971202v1_genomic.gbff.gz,Dolichospermum sp. UHCC 0406 (cyanobacteria),,,,yes,12946217,sequence_ok,promoted,isolate_scale,52,5181811
84b56cd3-218b-4e57-906f-a9003615ed07.2,VILB01,absent,Anabaena sp. UHCC 0187,SAMN12084330,biosample,GCF_009712035.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/712/035/GCF_009712035.1_ASM971203v1/GCF_009712035.1_ASM971203v1_genomic.gbff.gz,Anabaena sp. UHCC 0187 (cyanobacteria),,,,yes,12656525,sequence_ok,promoted,isolate_scale,58,5097467
84b56cd3-218b-4e57-906f-a9003615ed07.2,VILC01,absent,Aphanizomenon sp. UHCC 0183,SAMN12084337,biosample,GCF_009712065.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/712/065/GCF_009712065.1_ASM971206v1/GCF_009712065.1_ASM971206v1_genomic.gbff.gz,Aphanizomenon sp. UHCC 0183 (cyanobacteria),,,,yes,14267002,sequence_ok,promoted,isolate_scale,182,5579684
84b56cd3-218b-4e57-906f-a9003615ed07.2,VILD01,absent,Anabaena sp. UHCC 0253,SAMN12084370,biosample,GCF_009712085.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/712/085/GCF_009712085.1_ASM971208v1/GCF_009712085.1_ASM971208v1_genomic.gbff.gz,Anabaena sp. UHCC 0253 (cyanobacteria),,,,yes,14879828,sequence_ok,promoted,isolate_scale,28,6116306
84b56cd3-218b-4e57-906f-a9003615ed07.2,VILE01,absent,Dolichospermum planctonicum UHCC 0167,SAMN12084395,biosample,GCF_009712075.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/712/075/GCF_009712075.2_ASM971207v2/GCF_009712075.2_ASM971207v2_genomic.gbff.gz,Dolichospermum planctonicum UHCC 0167 (cyanobacteria),,,,yes,12359693,sequence_ok,promoted,isolate_scale,33,4900416
84b56cd3-218b-4e57-906f-a9003615ed07.2,VILF01,absent,Dolichospermum flos-aquae UHCC 0037,SAMN12084379,biosample,GCF_009712125.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/712/125/GCF_009712125.1_ASM971212v1/GCF_009712125.1_ASM971212v1_genomic.gbff.gz,Dolichospermum flos-aquae UHCC 0037 (cyanobacteria),,,,yes,13727586,sequence_ok,promoted,isolate_scale,9,5563105
a4837d37-1df1-4153-b365-c06841574235.3,NC_016887.1,absent,Nocardia cyriacigeorgica GUH-2,,strain_name,GCF_000284035.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/035/GCF_000284035.1_ASM28403v1/GCF_000284035.1_ASM28403v1_genomic.gbff.gz,Nocardia cyriacigeorgica GUH-2 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Nocardia cyriacigeorgica GUH-2', not an accession -- review",,yes,15738936,sequence_ok,promoted,isolate_scale,1,6194645
a4837d37-1df1-4153-b365-c06841574235.3,NZ_BDBF00000000.1,absent,Nocardia elegans NBRC 108235,,strain_name,GCF_001612845.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/612/845/GCF_001612845.1_ASM161284v1/GCF_001612845.1_ASM161284v1_genomic.gbff.gz,Nocardia elegans NBRC 108235 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Nocardia elegans NBRC 108235', not an accession -- review",,yes,18793683,sequence_ok,promoted,isolate_scale,117,7539150
a4837d37-1df1-4153-b365-c06841574235.3,NZ_LMFE00000000.1,absent,Nocardia sp. Root136,,strain_name,GCF_001427185.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/427/185/GCF_001427185.1_Root136/GCF_001427185.1_Root136_genomic.gbff.gz,Nocardia sp. Root136 (high G+C Gram-positive bacteria),yes,"matched on strain label 'Nocardia sp. Root136', not an accession -- review",,yes,18530813,sequence_ok,promoted,isolate_scale,14,7282860
cc996566-f00b-4175-95d2-e684371c5f59.4,GCA_001767235.1,absent,Moorea producens PAL,SAMN05826283,assembly_accession,GCF_001767235.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/767/235/GCF_001767235.1_ASM176723v1/GCF_001767235.1_ASM176723v1_genomic.gbff.gz,Moorena producens PAL-8-15-08-1 (cyanobacteria),,,,yes,22874547,sequence_ok,promoted,isolate_scale,2,9708656
cc996566-f00b-4175-95d2-e684371c5f59.4,GCA_001942495.1,absent,Moorea bouillonii PNG,SAMN05826285,assembly_accession,GCF_001942495.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/495/GCF_001942495.1_ASM194249v1/GCF_001942495.1_ASM194249v1_genomic.gbff.gz,Moorena bouillonii PNG (cyanobacteria),,,,yes,19933466,sequence_ok,promoted,isolate_scale,13,8319104
e26c5e21-e3de-4448-9623-a085cb71eca6.2,GCA_000009485.1,absent,Burkholderia cenocepacia J2315,SAMEA1705928,assembly_accession,GCF_000009485.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/485/GCF_000009485.1_ASM948v1/GCF_000009485.1_ASM948v1_genomic.gbff.gz,Burkholderia cenocepacia J2315 (b-proteobacteria),,,,yes,20363829,sequence_ok,promoted,isolate_scale,4,8055782
e26c5e21-e3de-4448-9623-a085cb71eca6.2,GCA_000018505.1,absent,Burkholderia multivorans ATCC 17616,SAMN00623032,assembly_accession,GCF_000018505.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/505/GCF_000018505.1_ASM1850v1/GCF_000018505.1_ASM1850v1_genomic.gbff.gz,Burkholderia multivorans ATCC 17616 (b-proteobacteria),,,,yes,17845903,sequence_ok,promoted,isolate_scale,4,7008622
e26c5e21-e3de-4448-9623-a085cb71eca6.2,GCA_000286575.1,absent,Burkholderia multivorans CF2,SAMN00255227,assembly_accession,GCF_000286575.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/575/GCF_000286575.1_gbmulcf2v1.0/GCF_000286575.1_gbmulcf2v1.0_genomic.gbff.gz,Burkholderia multivorans CF2 (b-proteobacteria),,,,yes,18887927,sequence_ok,promoted,isolate_scale,493,6499618
e26c5e21-e3de-4448-9623-a085cb71eca6.2,GCA_000959505.1,absent,Burkholderia dolosa AU0158,SAMN03144971,assembly_accession,GCF_000959505.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/505/GCF_000959505.1_ASM95950v1/GCF_000959505.1_ASM95950v1_genomic.gbff.gz,Burkholderia dolosa AU0158 (b-proteobacteria),,,,yes,16195308,sequence_ok,promoted,isolate_scale,3,6409095
e26c5e21-e3de-4448-9623-a085cb71eca6.2,GCA_000959525.1,absent,Burkholderia multivorans CF1 (a.k.a ATCC BAA-247),SAMN03140189,assembly_accession,GCF_000959525.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/525/GCF_000959525.1_ASM95952v1/GCF_000959525.1_ASM95952v1_genomic.gbff.gz,Burkholderia multivorans ATCC BAA-247 (b-proteobacteria),,,,yes,16080717,sequence_ok,promoted,isolate_scale,3,6322746
e26c5e21-e3de-4448-9623-a085cb71eca6.2,GCA_003568605.1,absent,Burkholderia thailandensis E264,SAMN02866398,assembly_accession,GCF_003568605.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/605/GCF_003568605.1_ASM356860v1/GCF_003568605.1_ASM356860v1_genomic.gbff.gz,Burkholderia thailandensis E264 (b-proteobacteria),,,,yes,16724212,sequence_ok,promoted,isolate_scale,2,6722099
